state,month,year,rainfall_mm,pH,turbidity_NTU,dissolved_oxygen_mg_L,total_coliform_MPN,water_temp_C,risk_level,risk_score,primary_disease
Himachal Pradesh,May,2024,57.3,6.01,4.06,5.25,98,25.7,moderate,44.42,None
Maharashtra,April,2023,28.0,7.29,3.85,7.6,102,32.67,moderate,29.14,None
Rajasthan,March,2022,14.5,8.5,3.3,5.22,91,26.66,moderate,47.93,None
Tamil Nadu,December,2022,107.6,7.34,4.25,9.12,101,15.0,low,22.0,Giardiasis
Nagaland,April,2021,58.0,7.37,5.38,3.31,122,30.11,high,55.16,Cholera
Gujarat,October,2023,49.2,6.52,6.79,5.2,106,23.49,moderate,44.73,None
Odisha,August,2021,395.6,6.64,10.13,6.92,457,27.77,severe,94.61,Giardiasis
Tamil Nadu,November,2024,81.5,7.45,3.06,7.82,103,21.98,low,22.81,None
Maharashtra,April,2021,21.8,6.83,1.64,7.58,92,21.92,low,17.24,None
Tamil Nadu,June,2021,232.5,6.8,8.61,5.98,316,31.61,high,66.72,Hepatitis A
Uttar Pradesh,August,2021,212.6,6.99,2.5,7.69,504,28.96,high,61.53,Cholera
Punjab,November,2021,67.5,7.21,3.68,7.86,98,15.0,low,19.96,None
Meghalaya,November,2022,137.7,7.91,5.84,8.11,100,21.92,moderate,31.74,None
Jharkhand,February,2024,60.9,5.75,5.12,9.91,99,26.79,moderate,36.03,Giardiasis
Chhattisgarh,May,2020,6.4,7.37,6.69,7.33,108,28.55,moderate,35.51,None
Arunachal Pradesh,September,2022,315.7,6.6,11.88,7.6,361,25.11,severe,82.1,None
Goa,September,2024,113.3,7.91,7.99,6.32,156,26.89,high,52.52,None
Odisha,October,2022,195.0,6.96,0.72,5.53,90,22.65,low,24.51,Typhoid Fever
Goa,June,2024,403.9,6.79,17.08,5.65,424,26.17,severe,112.19,Dysentery
Manipur,November,2022,72.7,6.76,4.43,6.52,95,16.01,moderate,28.16,None
Assam,February,2021,56.3,7.67,4.98,5.27,114,17.26,moderate,41.71,Cholera
Uttarakhand,January,2024,64.8,7.41,2.38,9.81,108,22.28,low,20.8,Hepatitis A
Chhattisgarh,December,2020,142.9,7.37,2.39,8.84,113,15.06,low,19.78,Giardiasis
Haryana,January,2021,58.8,7.08,5.61,7.18,94,20.71,moderate,25.88,None
Assam,December,2022,202.8,6.3,1.33,5.46,206,25.68,moderate,45.8,None
Rajasthan,July,2024,136.0,7.79,10.83,8.38,160,19.73,moderate,45.56,Hepatitis A
Kerala,March,2022,97.4,7.14,5.03,5.09,119,25.54,moderate,40.68,None
Madhya Pradesh,March,2024,51.8,7.5,2.35,5.46,134,29.56,moderate,40.58,Dysentery
Tamil Nadu,March,2024,36.8,7.17,2.27,7.18,103,23.19,low,22.24,Hepatitis A
Sikkim,March,2020,10.1,8.57,3.51,7.57,95,24.78,moderate,36.76,Cholera
Uttar Pradesh,July,2023,308.2,6.03,13.04,4.87,750,25.59,severe,155.07,Typhoid Fever
Kerala,July,2024,222.6,6.46,3.35,7.38,328,22.75,moderate,49.38,None
Tripura,October,2020,126.5,8.13,6.11,4.8,97,24.51,high,51.48,None
Telangana,November,2023,96.4,7.16,4.18,6.49,106,16.17,moderate,28.11,None
Madhya Pradesh,May,2021,45.2,6.85,6.58,11.72,124,30.73,moderate,32.43,Cholera
Nagaland,March,2020,2.8,7.0,3.99,7.13,92,26.2,low,24.63,None
Telangana,March,2022,4.6,7.16,3.14,6.09,105,25.48,moderate,30.67,None
Bihar,July,2022,452.0,7.17,13.25,6.88,1005,23.08,severe,163.01,Hepatitis A
Maharashtra,December,2021,83.0,6.71,0.5,6.86,93,23.36,low,20.58,None
Goa,September,2022,317.7,6.81,8.34,6.8,390,29.03,severe,81.71,Dysentery
Madhya Pradesh,February,2022,33.4,8.58,3.15,7.55,127,18.33,moderate,37.05,Giardiasis
Arunachal Pradesh,November,2021,118.7,7.31,4.09,6.74,102,21.78,moderate,28.67,None
Haryana,April,2020,29.7,7.39,4.88,8.34,103,29.41,moderate,28.66,None
Maharashtra,May,2020,2.0,7.25,1.23,7.65,95,31.7,low,22.06,None
Haryana,October,2023,82.1,6.91,4.71,7.84,78,30.32,low,24.08,None
Chhattisgarh,May,2022,9.7,6.55,5.02,7.07,108,28.43,moderate,34.2,None
Sikkim,April,2022,24.0,7.18,8.18,8.18,104,22.02,moderate,29.57,None
Rajasthan,October,2021,42.1,8.04,4.63,4.76,110,26.23,moderate,49.97,Giardiasis
Karnataka,October,2022,36.9,7.84,1.61,8.59,103,23.56,low,23.7,None
Manipur,July,2021,260.6,7.2,4.15,7.22,340,22.28,moderate,49.34,None
Andhra Pradesh,January,2023,67.9,7.77,7.28,9.49,84,18.12,moderate,30.66,None
Tamil Nadu,April,2023,7.6,7.32,6.33,5.31,103,28.0,moderate,43.61,None
Tamil Nadu,July,2022,349.4,7.24,7.42,7.97,391,19.63,high,67.79,None
Karnataka,November,2023,111.6,7.02,5.32,6.96,100,15.19,moderate,26.04,Typhoid Fever
Bihar,April,2023,25.4,8.33,6.1,8.72,210,23.38,moderate,48.19,None
Maharashtra,August,2020,441.5,6.59,9.55,9.97,472,28.22,severe,89.41,Giardiasis
Goa,January,2020,15.3,6.35,2.53,5.46,104,21.47,moderate,35.4,None
Karnataka,April,2021,44.4,8.13,7.32,5.06,89,28.6,high,53.84,Giardiasis
Assam,April,2022,62.5,6.54,4.9,11.73,103,27.68,moderate,28.54,None
Tamil Nadu,March,2024,40.4,7.37,2.71,8.47,100,26.37,low,22.3,None
West Bengal,October,2020,235.9,7.55,9.33,6.42,352,15.0,high,67.26,Hepatitis A
Kerala,July,2024,580.5,6.12,12.21,6.23,595,24.53,severe,124.6,Typhoid Fever
Gujarat,June,2020,261.2,7.09,9.42,4.95,325,25.94,high,70.46,Giardiasis
Haryana,April,2023,10.2,7.22,0.96,9.18,116,24.68,low,18.06,None
Rajasthan,September,2022,179.4,7.43,7.48,6.87,159,22.63,moderate,42.12,Hepatitis A
Nagaland,December,2021,140.7,8.45,7.24,7.13,97,17.59,moderate,43.03,None
Kerala,August,2020,613.7,7.27,16.04,4.14,595,27.78,severe,140.96,Hepatitis A
West Bengal,November,2021,127.6,6.88,4.67,5.77,156,18.15,moderate,37.29,None
Andhra Pradesh,June,2022,286.6,7.73,11.86,6.89,375,25.72,severe,76.93,None
Himachal Pradesh,February,2020,63.0,7.17,4.47,8.55,96,26.04,low,23.26,None
Gujarat,September,2022,225.1,6.84,8.63,8.2,309,20.41,moderate,49.97,None
Tripura,January,2021,61.2,7.79,3.84,3.19,90,17.81,moderate,48.63,Dysentery
Madhya Pradesh,November,2023,138.7,6.87,4.14,9.68,124,25.16,low,24.56,None
Andhra Pradesh,June,2024,268.6,7.56,7.61,8.61,357,30.18,high,61.61,None
Karnataka,August,2021,274.4,6.42,13.64,6.2,354,21.18,severe,78.07,None
Uttar Pradesh,January,2022,20.8,6.91,8.3,6.79,169,18.13,moderate,40.45,Hepatitis A
Maharashtra,December,2024,112.6,7.74,8.1,6.24,105,17.96,moderate,42.9,None
West Bengal,May,2022,0.0,7.21,7.29,5.14,172,26.43,high,51.39,None
Himachal Pradesh,June,2022,313.1,7.55,7.43,8.9,388,34.44,severe,79.66,None
Tamil Nadu,November,2021,101.3,6.78,6.29,7.23,109,20.53,moderate,29.79,None
Chhattisgarh,August,2020,194.1,7.15,3.73,9.48,132,24.63,low,24.48,None
Odisha,August,2020,254.3,6.62,7.97,8.28,327,25.92,high,55.4,Giardiasis
Tamil Nadu,October,2022,127.2,7.03,2.52,6.06,105,25.63,moderate,28.36,None
Telangana,October,2024,27.3,7.56,4.26,6.54,101,24.99,moderate,34.01,Typhoid Fever
Punjab,September,2024,506.7,6.41,13.0,6.08,562,23.35,severe,119.25,Hepatitis A
Meghalaya,December,2020,164.0,7.33,5.96,5.46,112,16.23,moderate,39.12,None
Gujarat,November,2022,28.2,7.31,3.41,9.35,117,18.69,low,21.62,None
Mizoram,November,2021,36.2,7.24,2.7,7.17,90,19.27,low,20.95,None
Andhra Pradesh,October,2021,183.3,6.26,1.72,7.52,92,24.43,low,24.66,None
Kerala,December,2023,253.8,7.63,6.74,6.27,220,15.93,high,50.43,None
Manipur,May,2023,34.4,7.07,3.08,6.89,95,29.03,moderate,26.43,None
Bihar,June,2022,335.7,6.49,23.17,6.6,783,30.83,severe,170.59,Cholera
Odisha,July,2024,227.0,6.67,6.75,4.85,307,25.11,high,65.81,None
Punjab,October,2020,69.5,6.81,4.55,7.64,91,28.55,moderate,26.18,None
Telangana,February,2020,28.7,6.96,6.9,5.58,83,16.91,moderate,34.6,None
Tripura,November,2023,89.2,6.97,3.94,6.35,108,20.25,moderate,27.36,None
Punjab,July,2023,252.0,7.66,6.57,8.6,327,21.15,high,53.02,None
Haryana,January,2020,16.8,7.19,4.7,4.64,105,22.33,moderate,39.77,None
Chhattisgarh,November,2020,21.6,7.66,0.82,6.0,104,22.37,moderate,29.83,None
Gujarat,June,2023,261.3,6.14,11.04,5.26,337,32.7,severe,84.43,Dysentery
Uttarakhand,January,2024,55.4,7.78,1.45,8.45,113,20.2,low,22.1,Cholera
Uttarakhand,March,2020,38.4,6.25,6.64,6.49,88,24.48,moderate,39.37,None
Himachal Pradesh,July,2022,278.4,6.53,8.16,6.09,358,26.08,high,69.41,None
Tripura,February,2022,47.6,7.35,3.08,8.07,87,20.51,low,18.61,Giardiasis
Madhya Pradesh,March,2022,43.1,7.58,3.43,8.75,117,19.82,low,24.36,None
Bihar,September,2022,304.5,7.02,10.27,5.43,765,23.4,severe,134.15,Typhoid Fever
Punjab,July,2022,251.8,7.61,6.6,7.02,304,26.66,high,57.93,None
Meghalaya,November,2023,47.1,7.8,1.58,4.73,107,21.28,moderate,38.85,None
Tamil Nadu,January,2021,80.3,8.25,5.82,7.21,105,26.53,moderate,41.86,Giardiasis
Andhra Pradesh,July,2022,50.3,7.68,0.5,7.36,142,29.12,moderate,29.76,None
Goa,October,2022,76.3,6.66,5.47,9.73,113,30.84,moderate,31.06,Typhoid Fever
Madhya Pradesh,November,2021,1.3,7.42,2.04,5.54,128,19.62,moderate,33.38,None
Mizoram,April,2024,26.7,7.01,4.41,6.27,103,27.27,moderate,31.51,None
Madhya Pradesh,January,2023,17.7,7.49,0.91,7.61,137,16.21,low,22.37,Typhoid Fever
Nagaland,February,2023,11.1,7.45,1.83,10.81,99,26.17,low,21.15,None
Nagaland,September,2024,255.4,7.05,7.31,5.37,339,26.62,high,65.48,None
Telangana,November,2023,28.1,7.31,3.5,8.0,92,27.47,low,23.03,None
Nagaland,March,2023,31.3,7.38,3.07,7.67,91,19.97,low,20.69,None
Chhattisgarh,December,2024,134.8,6.6,4.0,5.84,110,20.82,moderate,34.21,None
Manipur,February,2020,49.0,6.61,4.07,6.65,93,20.51,moderate,28.34,None
Manipur,September,2024,272.2,6.29,9.4,5.92,367,26.95,severe,76.48,None
Sikkim,December,2022,143.0,6.77,4.29,10.25,113,17.7,low,22.18,None
Uttarakhand,June,2021,141.1,6.85,2.63,9.85,156,30.23,moderate,27.48,None
Arunachal Pradesh,January,2024,32.2,7.17,2.95,6.99,85,17.57,low,21.15,None
Andhra Pradesh,April,2023,25.7,7.24,8.29,7.56,121,26.66,moderate,36.61,Dysentery
Kerala,September,2021,835.2,7.01,16.51,8.29,747,22.78,severe,131.05,Dysentery
Sikkim,April,2024,24.2,7.03,1.56,7.32,108,28.63,low,21.94,None
Haryana,June,2022,212.1,6.79,7.71,6.67,324,32.71,high,62.92,None
Haryana,September,2022,241.8,7.07,7.39,9.6,342,21.9,high,50.63,None
Telangana,October,2021,78.1,7.43,0.5,8.48,81,27.99,low,17.39,None
Karnataka,April,2020,45.5,7.47,2.98,7.78,104,26.62,moderate,25.47,Dysentery
Punjab,April,2023,43.7,6.69,5.47,9.82,110,28.24,moderate,29.16,None
Telangana,March,2020,38.9,7.09,0.5,8.5,101,24.84,low,14.42,None
Uttarakhand,October,2023,139.5,6.46,6.01,8.97,90,27.04,moderate,29.94,None
Arunachal Pradesh,August,2020,391.7,7.0,6.5,5.97,441,26.27,severe,84.46,None
Chhattisgarh,May,2024,50.8,8.02,3.36,10.84,91,25.68,moderate,28.86,None
Uttar Pradesh,June,2020,330.3,6.94,14.7,4.33,702,25.4,severe,145.5,Cholera
Goa,December,2022,59.9,7.31,6.6,7.58,101,19.06,moderate,28.5,None
Assam,May,2020,32.5,6.5,2.33,8.16,104,28.77,low,24.45,None
Punjab,October,2024,120.0,6.93,3.65,5.82,92,30.61,moderate,33.41,Typhoid Fever
Rajasthan,October,2024,28.3,8.35,7.67,5.24,96,23.33,high,53.9,None
Bihar,November,2020,100.2,7.3,8.51,9.52,232,16.25,moderate,43.22,None
Manipur,April,2021,0.0,6.59,2.06,7.89,80,30.1,low,21.82,None
Punjab,August,2022,306.6,6.33,10.3,8.3,390,23.02,severe,81.37,Dysentery
Assam,May,2020,22.7,8.0,5.15,8.92,127,25.15,moderate,35.58,Dysentery
Maharashtra,January,2020,11.6,6.32,3.75,6.64,104,19.23,moderate,31.5,None
Gujarat,February,2023,15.9,8.28,4.91,7.59,115,22.69,moderate,37.51,None
Madhya Pradesh,January,2024,18.3,7.23,5.42,5.71,141,24.42,moderate,40.9,None
Kerala,September,2021,480.8,7.42,12.05,7.83,481,24.42,severe,95.35,Dysentery
Odisha,October,2022,73.0,7.68,2.05,5.94,97,24.97,moderate,33.38,Dysentery
Assam,February,2021,48.8,6.54,3.3,5.75,104,17.09,moderate,32.85,None
Punjab,June,2024,253.8,5.99,11.43,7.69,354,29.84,high,74.83,None
Uttar Pradesh,November,2022,202.3,6.92,13.95,7.95,372,20.32,high,66.31,Hepatitis A
Goa,April,2022,24.5,6.12,0.5,4.72,91,26.09,moderate,38.34,None
Odisha,October,2021,122.6,6.45,4.44,6.59,95,25.54,moderate,33.7,None
Nagaland,February,2020,24.6,7.87,3.34,7.03,110,22.04,moderate,32.25,None
Tamil Nadu,September,2022,204.2,6.7,4.87,7.57,310,22.25,moderate,47.02,None
Nagaland,May,2020,10.8,7.95,4.89,7.8,80,28.04,moderate,32.3,None
West Bengal,November,2022,90.5,7.42,6.57,6.86,150,21.64,moderate,38.86,None
Tamil Nadu,February,2022,27.7,7.42,3.21,7.2,102,20.35,low,24.99,None
Tamil Nadu,January,2022,21.3,7.51,1.27,7.12,81,26.88,low,23.58,None
Assam,March,2020,20.7,7.22,6.04,9.2,105,26.91,moderate,28.23,None
Himachal Pradesh,December,2023,53.8,7.68,0.5,6.23,87,20.81,moderate,25.75,None
Uttarakhand,November,2022,21.1,7.39,6.95,7.51,115,23.6,moderate,33.55,None
Himachal Pradesh,December,2023,133.7,7.99,2.93,5.02,97,22.66,moderate,41.69,Hepatitis A
Arunachal Pradesh,April,2020,7.6,7.13,6.75,6.15,90,30.91,moderate,38.5,None
Telangana,March,2024,32.3,5.87,3.16,7.79,98,20.29,moderate,28.61,Typhoid Fever
Madhya Pradesh,May,2021,55.3,7.34,5.31,4.23,151,31.47,high,53.7,Hepatitis A
Maharashtra,February,2022,33.9,7.28,4.37,8.21,97,19.89,low,21.24,None
Maharashtra,January,2024,23.2,8.16,1.6,7.43,115,15.0,moderate,29.15,Giardiasis
Goa,March,2024,27.6,7.23,3.55,4.75,86,25.96,moderate,37.23,Hepatitis A
Uttar Pradesh,June,2023,405.3,7.06,21.02,5.64,847,32.31,severe,174.35,Typhoid Fever
Bihar,May,2021,34.8,7.82,8.78,7.4,174,28.61,high,50.46,Hepatitis A
West Bengal,September,2020,321.6,6.93,18.22,7.85,612,28.34,severe,123.91,Typhoid Fever
Punjab,June,2021,298.0,6.89,10.73,4.34,390,33.02,severe,86.37,Dysentery
Punjab,November,2022,155.7,7.81,1.87,5.06,96,22.58,moderate,37.43,None
Tamil Nadu,December,2024,169.7,7.4,4.04,5.18,114,17.94,moderate,37.58,None
Kerala,April,2021,15.8,7.31,4.34,5.34,98,23.58,moderate,36.67,None
Uttarakhand,January,2020,9.0,7.18,2.92,6.33,90,16.24,low,24.99,None
Odisha,February,2021,16.2,6.8,9.7,3.71,101,18.84,high,52.95,Typhoid Fever
Tamil Nadu,February,2022,43.0,7.16,1.21,7.46,112,20.65,low,18.25,None
Assam,May,2024,48.5,6.84,4.75,5.43,89,29.7,moderate,37.7,None
Uttar Pradesh,January,2024,34.3,8.04,1.95,6.9,190,19.68,moderate,38.8,None
Haryana,May,2024,31.3,6.95,2.7,8.61,105,27.11,low,19.95,None
Manipur,January,2023,34.4,7.18,3.97,7.8,94,20.65,low,20.46,None
Karnataka,March,2022,41.5,7.6,4.95,5.49,101,24.66,moderate,40.88,None
Himachal Pradesh,September,2020,144.8,7.36,11.61,6.32,166,20.9,high,52.27,None
Sikkim,March,2024,49.8,7.97,6.81,5.8,95,19.05,moderate,43.82,None
Jharkhand,June,2020,275.4,6.88,11.23,2.21,361,27.02,severe,92.22,Dysentery
Uttarakhand,November,2022,100.9,7.48,7.0,2.17,102,21.93,high,59.12,Cholera
Chhattisgarh,August,2022,550.8,7.28,12.32,6.97,544,28.43,severe,109.45,Hepatitis A
Assam,February,2024,26.3,7.65,6.35,6.24,100,19.45,moderate,38.0,None
Tripura,September,2021,240.4,7.75,7.42,5.57,310,23.95,high,67.47,None
Arunachal Pradesh,June,2024,274.8,6.77,10.62,6.4,376,35.0,severe,76.64,None
Chhattisgarh,January,2023,36.4,7.08,3.15,8.4,103,21.77,low,18.29,Cholera
Punjab,April,2023,29.5,8.55,6.46,7.18,105,24.33,moderate,45.19,None
Punjab,November,2023,57.2,7.41,1.11,5.98,102,20.72,moderate,26.98,None
Telangana,August,2020,329.1,6.13,12.1,6.9,400,18.22,severe,94.08,None
Bihar,February,2021,38.9,6.52,9.29,5.58,196,30.42,high,60.29,None
Sikkim,December,2020,34.6,7.28,4.57,6.58,90,19.24,moderate,28.04,None
Sikkim,August,2020,286.9,6.8,9.04,7.18,340,27.83,high,62.09,None
Kerala,June,2023,436.3,7.45,12.62,9.93,477,28.12,severe,97.8,None
Himachal Pradesh,June,2020,328.5,6.68,9.24,6.63,387,32.19,severe,87.99,None
Karnataka,October,2022,12.6,7.29,2.31,5.02,108,26.66,moderate,36.55,Dysentery
West Bengal,August,2022,158.0,7.05,5.42,7.13,220,19.8,moderate,37.69,None
Odisha,April,2021,14.9,7.53,1.06,7.52,106,27.17,low,24.01,None
Chhattisgarh,September,2021,336.5,7.5,5.65,9.02,388,26.98,high,70.31,Dysentery
Kerala,September,2022,292.7,7.08,8.98,3.16,352,24.77,severe,80.55,Hepatitis A
Manipur,June,2020,192.0,7.36,4.04,5.53,130,25.86,moderate,39.96,None
Tripura,October,2020,58.7,7.91,2.53,7.61,99,21.89,moderate,26.95,None
Kerala,November,2020,94.3,7.21,5.3,5.2,101,18.7,moderate,36.8,None
Tripura,December,2023,146.1,7.08,3.26,6.85,117,18.19,low,24.77,None
Himachal Pradesh,September,2023,330.4,5.5,10.74,5.56,384,26.17,severe,108.2,Hepatitis A
Tripura,September,2021,232.1,6.42,8.9,7.43,304,25.82,high,59.76,Dysentery
Uttar Pradesh,November,2022,45.1,7.25,1.21,7.55,201,22.43,moderate,28.49,None
Haryana,September,2022,158.4,7.51,4.13,7.2,162,23.03,moderate,35.07,Dysentery
Rajasthan,May,2020,22.6,7.27,4.85,5.77,96,35.0,moderate,40.65,None
Telangana,October,2020,122.2,6.92,4.67,4.75,99,22.01,moderate,37.3,None
Goa,February,2020,35.3,6.84,0.5,3.6,90,19.27,moderate,33.6,None
Mizoram,November,2020,149.6,7.05,5.02,6.25,93,18.52,moderate,28.59,None
Mizoram,June,2020,298.7,7.36,13.96,5.97,396,26.72,severe,84.63,Giardiasis
Uttarakhand,May,2022,24.9,6.77,3.61,6.77,101,27.57,moderate,29.56,None
Gujarat,July,2023,151.1,6.5,0.96,7.13,147,23.89,moderate,27.91,None
Uttarakhand,April,2023,53.9,6.57,5.08,5.89,95,25.14,moderate,37.08,None
Andhra Pradesh,September,2024,246.9,6.78,7.44,3.86,330,23.91,high,72.73,None
Jharkhand,September,2021,489.6,6.88,10.02,8.22,529,25.94,severe,92.53,Dysentery
Karnataka,July,2021,150.1,6.78,5.15,5.37,147,20.21,moderate,40.45,Cholera
Kerala,November,2021,220.6,7.05,7.71,5.86,201,19.73,moderate,46.72,None
Jharkhand,May,2021,41.1,6.92,2.3,7.0,112,28.85,moderate,26.02,None
Chhattisgarh,November,2022,23.0,6.96,4.34,6.41,104,25.45,moderate,30.16,None
Odisha,September,2023,285.0,6.19,6.73,4.87,363,29.28,severe,78.15,None
Karnataka,October,2020,1.1,7.66,4.31,6.43,116,22.79,moderate,36.06,None
Uttar Pradesh,September,2024,286.4,6.4,13.02,8.1,645,24.69,severe,98.88,Typhoid Fever
Uttarakhand,August,2022,280.2,6.77,9.91,8.12,390,26.5,high,64.37,None
Nagaland,July,2024,385.9,6.66,12.5,5.55,456,25.43,severe,106.76,Typhoid Fever
Kerala,November,2024,177.5,6.32,5.5,9.9,114,25.51,moderate,31.95,None
Himachal Pradesh,November,2024,80.5,7.92,3.73,7.49,117,15.0,moderate,30.91,None
Nagaland,February,2021,66.0,6.96,0.5,8.0,112,26.24,low,15.72,Giardiasis
Tamil Nadu,October,2021,95.8,7.43,5.84,2.19,82,21.16,high,53.81,Giardiasis
Odisha,May,2021,6.2,7.5,2.93,7.88,104,27.96,moderate,25.84,None
Manipur,February,2020,10.3,7.53,5.56,7.6,94,18.71,moderate,27.82,None
Manipur,June,2021,360.6,6.52,16.25,8.99,397,26.55,severe,96.33,None
Tripura,April,2020,48.5,7.55,0.64,5.22,102,29.96,moderate,35.86,None
Tamil Nadu,October,2021,97.8,6.54,4.73,10.14,118,25.31,moderate,28.52,None
Tamil Nadu,June,2022,270.9,7.19,10.26,6.32,345,29.53,high,70.09,Hepatitis A
Chhattisgarh,December,2020,46.8,7.07,5.83,4.79,99,20.11,moderate,38.37,None
Madhya Pradesh,May,2022,15.1,6.92,5.09,3.73,148,26.57,high,50.41,None
Kerala,June,2020,658.9,7.52,11.61,6.98,630,23.45,severe,117.89,Cholera
Rajasthan,July,2022,196.3,7.57,5.2,5.4,129,17.26,moderate,42.0,None
Odisha,May,2024,66.8,7.45,1.84,4.15,106,28.01,moderate,42.04,None
Rajasthan,December,2023,57.7,7.38,8.84,5.03,98,23.42,moderate,47.84,Dysentery
Punjab,September,2023,195.0,6.65,3.93,5.96,126,22.21,moderate,35.26,None
Goa,August,2021,386.3,7.25,13.04,8.15,421,25.7,severe,88.24,Dysentery
Himachal Pradesh,June,2022,294.0,6.74,10.01,8.32,378,30.42,high,65.63,Dysentery
Haryana,April,2023,22.4,7.97,4.1,8.15,98,24.15,moderate,29.77,None
Meghalaya,September,2024,513.7,6.67,15.9,5.42,535,34.81,severe,130.69,Cholera
Nagaland,October,2021,107.4,7.03,4.25,5.21,105,21.48,moderate,33.99,None
Himachal Pradesh,April,2022,20.5,7.77,3.92,8.14,111,29.7,moderate,31.49,None
Madhya Pradesh,September,2024,316.0,6.79,8.76,3.65,573,27.77,severe,123.07,Cholera
Goa,October,2021,96.4,7.19,7.57,5.86,89,27.86,moderate,40.57,None
Rajasthan,September,2023,112.0,7.06,6.92,7.98,121,23.07,moderate,28.17,None
West Bengal,February,2022,53.6,7.38,2.2,5.87,180,15.0,moderate,36.85,None
Kerala,May,2020,41.7,7.26,2.67,7.12,110,22.13,low,24.4,Dysentery
Rajasthan,March,2020,21.7,7.86,4.51,5.89,97,28.91,moderate,42.33,None
Mizoram,October,2024,66.5,7.2,6.79,5.3,103,27.89,moderate,43.33,None
West Bengal,April,2023,36.0,7.97,9.56,7.36,148,33.99,high,53.81,Hepatitis A
Uttar Pradesh,February,2022,23.2,7.48,10.7,7.51,147,18.76,moderate,43.35,None
Assam,July,2024,461.8,6.08,12.18,6.3,489,23.42,severe,111.2,Hepatitis A
Arunachal Pradesh,November,2020,168.4,7.15,2.47,7.05,106,17.18,low,21.79,None
Uttar Pradesh,November,2022,147.8,6.31,3.78,5.05,172,20.25,moderate,46.54,None
Gujarat,July,2023,275.3,6.82,8.02,5.17,336,25.48,high,68.33,Dysentery
Chhattisgarh,December,2020,184.9,6.94,3.25,7.39,96,17.29,low,19.75,None
Rajasthan,June,2023,132.7,8.49,5.77,5.91,150,25.42,high,54.6,None
Sikkim,December,2022,96.0,7.01,6.57,6.74,102,15.0,moderate,29.74,None
Jharkhand,July,2020,3.5,7.01,5.23,8.29,162,28.31,moderate,30.91,None
Bihar,March,2020,40.2,6.9,6.55,8.23,184,29.56,moderate,37.28,None
Jharkhand,June,2023,209.2,6.71,9.19,7.39,310,28.54,high,59.6,Hepatitis A
Sikkim,December,2023,109.0,8.31,4.61,10.1,121,22.75,moderate,35.8,Giardiasis
Uttarakhand,July,2020,407.2,7.68,9.53,6.14,457,23.02,severe,98.84,Cholera
Telangana,December,2024,33.2,6.93,0.5,7.51,115,19.75,low,15.65,Typhoid Fever
Madhya Pradesh,July,2024,272.2,7.31,8.59,5.42,485,22.62,severe,82.99,Cholera
Maharashtra,December,2023,66.2,8.19,3.81,7.13,111,22.17,moderate,36.05,None
Telangana,December,2023,170.5,7.05,5.94,7.62,87,20.96,low,23.46,None
Uttar Pradesh,December,2023,83.6,8.13,9.52,4.64,156,20.32,high,62.9,Giardiasis
West Bengal,November,2020,98.8,6.58,6.07,8.35,163,20.73,moderate,33.01,None
Chhattisgarh,December,2023,134.0,6.94,4.14,6.17,110,18.9,moderate,29.03,Hepatitis A
Arunachal Pradesh,September,2022,304.9,6.3,8.66,6.36,369,29.64,severe,89.09,Hepatitis A
Telangana,October,2021,46.5,6.43,6.36,7.38,90,29.26,moderate,35.15,None
West Bengal,July,2022,318.8,6.53,22.23,6.15,650,28.4,severe,153.13,Dysentery
Nagaland,April,2021,39.2,6.73,4.01,6.81,105,28.14,moderate,31.24,None
Tripura,March,2024,5.1,6.93,7.14,5.12,96,22.37,moderate,40.16,None
Andhra Pradesh,November,2022,114.3,7.08,4.2,9.08,96,18.67,low,18.8,None
Karnataka,January,2022,33.7,7.72,4.94,6.85,84,24.63,moderate,33.55,None
Haryana,March,2023,4.0,6.69,3.51,6.63,109,28.83,moderate,32.28,None
Nagaland,March,2022,33.6,7.37,3.77,9.25,106,21.05,low,22.37,None
Manipur,February,2022,14.6,7.33,0.5,4.14,89,25.22,moderate,35.11,None
Maharashtra,December,2023,21.6,7.49,4.69,6.83,96,21.04,moderate,30.25,None
Manipur,March,2022,0.0,7.42,5.27,9.61,104,26.61,moderate,28.45,None
Karnataka,April,2022,0.0,7.23,3.47,9.23,118,25.07,low,23.58,None
Maharashtra,June,2022,264.2,6.82,15.28,7.88,351,31.88,high,74.0,Hepatitis A
Bihar,February,2024,71.2,7.19,4.57,6.9,208,21.24,moderate,37.96,None
Mizoram,July,2023,406.6,7.22,7.5,7.51,472,24.38,severe,82.85,Giardiasis
Chhattisgarh,May,2023,8.6,7.57,5.22,5.3,103,24.43,moderate,42.16,Cholera
Nagaland,June,2020,403.6,7.47,6.11,7.61,439,30.58,severe,81.67,None
Jharkhand,November,2021,144.6,7.46,3.38,6.78,104,20.9,moderate,28.31,None
Haryana,September,2021,193.2,7.57,7.9,4.23,151,26.05,high,58.48,Giardiasis
Gujarat,May,2023,36.2,6.19,0.5,7.48,98,29.52,moderate,26.26,None
Maharashtra,January,2020,21.1,7.03,4.03,4.95,90,21.66,moderate,33.44,None
Karnataka,January,2021,39.6,7.26,4.23,9.02,99,22.15,low,22.03,None
Tripura,January,2022,26.9,6.85,1.45,7.95,86,20.04,low,13.27,None
Himachal Pradesh,October,2023,105.7,7.93,4.26,6.36,118,24.78,moderate,40.21,None
